intersection_name,latitude,longitude,hour,day_of_week,is_peak_hour,is_weekend,vehicle_flow,congestion_index,accidents_last_12m,climate_condition,intersection_type,risk_label,tenant_id
Av. Suba con Cra 91,4.723345163115909,-74.09163484356884,10,0,0,0,432.5,0.0,4,0,0,0,metro_agency
Cra 7 con Calle 116,4.698376870931596,-74.04333993313489,6,3,0,0,450.2,0.402,1,0,0,0,bogota
Calle 63 con Av. Caracas,4.650247339004899,-74.07172646310407,11,2,0,0,939.0,0.319,0,0,1,0,bogota
Av. Boyaca con Calle 80,4.699281213874385,-74.11135525083483,17,1,1,0,1459.9,0.659,3,1,0,1,metro_agency
Cra 19 con Calle 100,4.686394652948503,-74.06592974181618,10,2,0,0,690.1,0.041,3,1,0,0,bogota
Calle 26 con Cra 50,4.606673141689677,-74.11062779535236,18,3,1,0,1352.0,0.613,0,1,0,1,bogota
Av. Ciudad de Cali con Calle 80,4.696928049723506,-74.12925607354393,0,3,0,0,910.6,0.301,1,0,2,0,metro_agency
Cra 7 con Calle 32,4.620150241795141,-74.07709877245772,6,6,0,1,409.3,0.214,3,0,2,0,bogota
Cra 7 con Calle 26,4.608670799139084,-74.08126704408538,5,2,0,0,541.9,0.198,2,1,0,0,bogota
Calle 100 con Autopista Norte,4.68522485596037,-74.04560946463748,4,5,0,1,362.8,0.212,0,0,0,0,metro_agency
Av. Eldorado con Cra 30,4.648488180760912,-74.1045011348929,18,5,1,1,1338.6,0.529,1,2,0,1,bogota
Cra 15 con Calle 72,4.660606793505931,-74.05718373434979,9,2,1,0,1145.8,0.379,0,0,1,0,bogota
Calle 80 con Av. Boyaca,4.698620357036723,-74.11059327965324,4,0,0,0,897.4,0.335,0,1,2,0,metro_agency
Cra 7 con Calle 45,4.638219992021253,-74.06476215583287,11,6,0,1,844.9,0.0,1,0,2,0,bogota
Av. Caracas con Calle 53,4.642829864365755,-74.07404585654427,14,2,0,0,745.2,0.573,0,0,0,0,bogota
Cra 11 con Calle 93,4.67770068128737,-74.04961266418208,9,3,1,0,1368.0,0.645,5,0,0,1,metro_agency
Calle 170 con Cra 7,4.75413531439059,-74.04472169257697,12,5,0,1,695.8,0.0,5,0,0,0,bogota
Av. 68 con Calle 26,4.6055920517482685,-74.10799556968588,16,2,0,0,420.5,0.103,1,0,0,0,bogota
Cra 30 con Calle 45,4.637713071550139,-74.10114454384738,8,5,1,1,1474.5,0.524,0,0,0,0,metro_agency
Calle 13 con Cra 50,4.605201168827931,-74.11171771049419,19,1,1,0,1300.1,0.645,4,1,1,1,bogota
Av. Suba con Cra 91,4.724146700131272,-74.09168503229557,9,2,1,0,1320.2,0.681,1,1,0,1,bogota
Cra 7 con Calle 116,4.696085687152217,-74.04489522055847,16,5,0,1,1072.5,0.0,1,0,1,0,metro_agency
Calle 63 con Av. Caracas,4.652979497065001,-74.07291103971619,15,4,0,0,277.6,0.276,1,0,0,0,bogota
Av. Boyaca con Calle 80,4.698995482304547,-74.11244076258501,16,3,0,0,420.7,0.231,3,1,0,0,bogota
Cra 19 con Calle 100,4.6862350161001975,-74.06645010251972,9,3,1,0,1663.1,0.375,1,1,0,0,metro_agency
Calle 26 con Cra 50,4.608615969709725,-74.10913932349459,13,3,0,0,962.4,0.054,1,0,2,0,bogota
Av. Ciudad de Cali con Calle 80,4.697976423996506,-74.12902298128253,11,5,0,1,428.6,0.0,0,0,0,0,bogota
Cra 7 con Calle 32,4.620488860889392,-74.0767518668952,16,5,0,1,635.2,0.0,2,0,1,0,metro_agency
Cra 7 con Calle 26,4.610897861865391,-74.08208066962051,12,2,0,0,331.4,0.368,5,0,0,0,bogota
Calle 100 con Autopista Norte,4.686169823636739,-74.0451722038359,7,4,1,0,1297.0,0.573,0,2,0,1,bogota
Av. Eldorado con Cra 30,4.647629952160102,-74.10285394493808,15,3,0,0,301.7,0.11,0,0,2,0,metro_agency
Cra 15 con Calle 72,4.658865088835106,-74.05601524654516,9,3,1,0,1166.0,0.722,4,0,0,1,bogota
Calle 80 con Av. Boyaca,4.698719123108673,-74.11128295692131,18,0,1,0,1375.2,0.5,0,1,2,1,bogota
Cra 7 con Calle 45,4.63545264768742,-74.06383763787284,10,1,0,0,551.4,0.21,0,0,1,0,metro_agency
Av. Caracas con Calle 53,4.643966763434777,-74.07532115101964,10,3,0,0,503.6,0.217,0,0,0,0,bogota
Cra 11 con Calle 93,4.678235593488992,-74.05103622662068,17,2,1,0,978.8,0.602,9,0,0,1,bogota
Calle 170 con Cra 7,4.752212816622848,-74.04361870312047,14,6,0,1,588.8,0.0,0,0,1,0,metro_agency
Av. 68 con Calle 26,4.606527433851347,-74.11092968919544,6,4,0,0,338.4,0.218,2,1,0,0,bogota
Cra 30 con Calle 45,4.636794826020712,-74.10221936771107,8,3,1,0,1020.6,0.46,3,1,0,1,bogota
Calle 13 con Cra 50,4.602251575718665,-74.10935361794773,16,0,0,0,776.8,0.219,1,0,2,0,metro_agency
Av. Suba con Cra 91,4.7252424148825165,-74.09054901111345,9,0,1,0,1102.1,0.439,0,1,0,0,bogota
Cra 7 con Calle 116,4.7002655189720715,-74.04246980845295,8,1,1,0,1366.5,0.611,3,1,2,1,bogota
Calle 63 con Av. Caracas,4.6518230888234084,-74.07383666149038,13,2,0,0,557.2,0.182,1,2,2,0,metro_agency
Av. Boyaca con Calle 80,4.69746123556032,-74.10898415709914,8,2,1,0,1306.5,0.363,0,0,1,0,bogota
Cra 19 con Calle 100,4.6872747338381275,-74.06554990618882,17,4,1,0,1002.3,0.642,10,0,0,1,bogota
Calle 26 con Cra 50,4.610022017623064,-74.11060730421815,15,1,0,0,435.9,0.333,0,1,2,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.69684213233737,-74.1270294247525,12,4,0,0,638.6,0.352,0,0,0,0,bogota
Cra 7 con Calle 32,4.6200192734975,-74.07561987282494,15,0,0,0,353.3,0.175,4,0,0,0,bogota
Cra 7 con Calle 26,4.609364196186595,-74.07980497639863,18,4,1,0,1505.4,0.757,1,0,0,1,metro_agency
Calle 100 con Autopista Norte,4.685318553713063,-74.04558160650213,3,6,0,1,788.0,0.115,1,1,0,0,bogota
Av. Eldorado con Cra 30,4.646768036713626,-74.10256179708854,6,6,0,1,172.0,0.032,1,1,0,0,bogota
Cra 15 con Calle 72,4.6621916948341875,-74.0581680015202,19,1,1,0,1001.5,0.644,7,1,0,1,metro_agency
Calle 80 con Av. Boyaca,4.698597411900795,-74.11193956355135,18,2,1,0,1002.4,0.602,0,0,0,0,bogota
Cra 7 con Calle 45,4.636652106572353,-74.06365016585971,20,1,0,0,912.7,0.133,1,0,0,0,bogota
Av. Caracas con Calle 53,4.643091446236374,-74.07418451640909,7,0,1,0,1647.4,0.693,3,0,2,1,metro_agency
Cra 11 con Calle 93,4.676695725260433,-74.0492457145813,22,2,0,0,306.1,0.203,6,0,0,0,bogota
Calle 170 con Cra 7,4.754053929142811,-74.04316003189338,11,2,0,0,820.2,0.421,5,0,2,0,bogota
Av. 68 con Calle 26,4.607360240819296,-74.108724891955,8,5,1,1,1199.8,0.343,3,1,1,1,metro_agency
Cra 30 con Calle 45,4.6349949559968575,-74.10308591868349,22,3,0,0,358.1,0.278,1,0,1,0,bogota
Calle 13 con Cra 50,4.603184005862587,-74.10767554675552,6,2,0,0,510.8,0.341,0,0,0,0,bogota
Av. Suba con Cra 91,4.724763765471983,-74.0918925715867,16,1,0,0,446.3,0.157,1,0,0,0,metro_agency
Cra 7 con Calle 116,4.698226801600524,-74.041825614089,17,3,1,0,1405.5,0.404,1,0,0,0,bogota
Calle 63 con Av. Caracas,4.653172209289299,-74.0738289377855,7,0,1,0,846.2,0.851,4,0,1,1,bogota
Av. Boyaca con Calle 80,4.698981545329643,-74.11116907989496,4,4,0,0,756.1,0.235,0,2,0,0,metro_agency
Cra 19 con Calle 100,4.686488420085524,-74.06685065859986,9,2,1,0,1395.4,0.379,1,1,1,1,bogota
Calle 26 con Cra 50,4.608541976997604,-74.10751318950832,18,3,1,0,844.6,0.598,0,0,1,1,bogota
Av. Ciudad de Cali con Calle 80,4.697791275750492,-74.12763262973459,16,4,0,0,891.7,0.199,3,2,0,0,metro_agency
Cra 7 con Calle 32,4.621499828595535,-74.07597537612575,16,1,0,0,542.3,0.209,1,2,0,0,bogota
Cra 7 con Calle 26,4.610951929625801,-74.08189849659433,16,2,0,0,646.6,0.138,0,0,0,0,bogota
Calle 100 con Autopista Norte,4.6867891070027605,-74.04362476533062,17,0,1,0,1500.9,0.831,7,0,0,1,metro_agency
Av. Eldorado con Cra 30,4.648446238529737,-74.1043025727687,9,5,1,1,1449.6,0.373,0,1,2,1,bogota
Cra 15 con Calle 72,4.660302285807167,-74.05677608855984,17,5,1,1,1326.1,0.566,2,1,0,1,bogota
Calle 80 con Av. Boyaca,4.698523814601533,-74.11078663221619,16,4,0,0,966.8,0.367,1,0,2,0,metro_agency
Cra 7 con Calle 45,4.635173561844494,-74.06252293404306,8,2,1,0,1324.6,0.58,1,1,0,1,bogota
Av. Caracas con Calle 53,4.642981426891718,-74.07352900844235,13,6,0,1,670.6,0.231,2,1,1,0,bogota
Cra 11 con Calle 93,4.677345688113012,-74.04918954732906,16,2,0,0,535.2,0.139,0,1,0,0,metro_agency
Calle 170 con Cra 7,4.7546591800292815,-74.04604795734885,14,2,0,0,353.3,0.034,2,2,1,0,bogota
Av. 68 con Calle 26,4.606280146935091,-74.10923347555543,11,2,0,0,558.8,0.391,1,0,0,0,bogota
Cra 30 con Calle 45,4.638136285174828,-74.10156242853083,9,2,1,0,1198.4,0.668,2,0,0,1,metro_agency
Calle 13 con Cra 50,4.602628444127855,-74.11115112166205,17,0,1,0,1462.6,0.751,6,0,0,1,bogota
Av. Suba con Cra 91,4.723488709123415,-74.09358516004302,20,0,0,0,432.8,0.256,1,1,2,0,bogota
Cra 7 con Calle 116,4.699807914066908,-74.04259006600039,7,4,1,0,1277.5,0.656,2,0,2,1,metro_agency
Calle 63 con Av. Caracas,4.651372410972305,-74.07305021668085,11,4,0,0,476.8,0.436,0,0,0,0,bogota
Av. Boyaca con Calle 80,4.699725255169741,-74.11015306189937,6,4,0,0,422.6,0.114,0,0,1,0,bogota
Cra 19 con Calle 100,4.685066964165648,-74.06682633994836,7,3,1,0,1480.0,0.591,3,1,2,1,metro_agency
Calle 26 con Cra 50,4.609413676705195,-74.10944084856632,14,1,0,0,860.8,0.38,3,1,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.699656184373637,-74.12970112449472,17,1,1,0,1314.6,0.608,1,0,0,0,bogota
Cra 7 con Calle 32,4.619650808768625,-74.07773689868988,6,2,0,0,585.9,0.082,2,0,0,0,metro_agency
Cra 7 con Calle 26,4.609527685374751,-74.08044419882347,8,6,1,1,967.6,0.136,0,1,0,0,bogota
Calle 100 con Autopista Norte,4.687531424453623,-74.0450790925674,3,4,0,0,712.4,0.056,3,1,1,0,bogota
Av. Eldorado con Cra 30,4.648693815745555,-74.1016806443698,3,3,0,0,625.5,0.121,1,0,2,0,metro_agency
Cra 15 con Calle 72,4.660776560696692,-74.05628852376715,18,3,1,0,979.7,0.645,5,0,2,1,bogota
Calle 80 con Av. Boyaca,4.696583604912955,-74.11066661820024,0,3,0,0,489.6,0.369,0,0,0,0,bogota
Cra 7 con Calle 45,4.634883073533096,-74.06372456941578,7,2,1,0,1213.2,0.831,3,1,0,1,metro_agency
Av. Caracas con Calle 53,4.6440435228113355,-74.07549153642252,6,1,0,0,800.9,0.5,2,1,2,1,bogota
Cra 11 con Calle 93,4.6776808913536785,-74.04874732906143,12,2,0,0,225.2,0.19,1,0,2,0,bogota
Calle 170 con Cra 7,4.754842433462576,-74.04495228149719,4,2,0,0,385.3,0.257,4,0,1,0,metro_agency
Av. 68 con Calle 26,4.606069989933918,-74.10823237342963,17,3,1,0,859.0,0.548,0,0,0,0,bogota
Cra 30 con Calle 45,4.637317991599799,-74.10038598725721,18,2,1,0,1269.1,0.517,0,1,0,1,bogota
Calle 13 con Cra 50,4.600156198699384,-74.10845926772443,5,1,0,0,760.7,0.219,3,1,0,0,metro_agency
Av. Suba con Cra 91,4.7213733724592855,-74.09088443603261,16,1,0,0,365.5,0.262,1,0,0,0,bogota
Cra 7 con Calle 116,4.696675351708821,-74.04095070275082,11,3,0,0,383.0,0.408,1,0,2,0,bogota
Calle 63 con Av. Caracas,4.650491383311781,-74.07415184704296,13,5,0,1,298.2,0.0,1,1,2,0,metro_agency
Av. Boyaca con Calle 80,4.699026179159674,-74.11142711761042,9,1,1,0,1135.9,0.661,1,0,0,1,bogota
Cra 19 con Calle 100,4.686408822580303,-74.06383399335715,11,3,0,0,534.4,0.255,2,0,0,0,bogota
Calle 26 con Cra 50,4.608774492303114,-74.1121740663897,19,6,1,1,1267.6,0.689,4,0,1,1,metro_agency
Av. Ciudad de Cali con Calle 80,4.696131225201126,-74.12808557804831,16,1,0,0,592.1,0.0,1,0,2,0,bogota
Cra 7 con Calle 32,4.619467560207927,-74.07775798790242,19,3,1,0,725.1,0.547,1,0,0,0,bogota
Cra 7 con Calle 26,4.608488092549708,-74.08159038924398,16,2,0,0,676.8,0.372,0,0,0,0,metro_agency
Calle 100 con Autopista Norte,4.686831925259966,-74.04550917843112,15,6,0,1,782.4,0.0,1,2,1,0,bogota
Av. Eldorado con Cra 30,4.648406370205225,-74.10319240331907,6,0,0,0,729.1,0.0,4,0,0,0,bogota
Cra 15 con Calle 72,4.659965822679955,-74.05662430290435,8,1,1,0,1421.4,0.478,2,0,1,1,metro_agency
Calle 80 con Av. Boyaca,4.699880597557059,-74.11209450222016,10,2,0,0,435.4,0.227,4,0,0,0,bogota
Cra 7 con Calle 45,4.636449413742787,-74.06322368803015,7,0,1,0,1048.2,0.435,1,2,0,1,bogota
Av. Caracas con Calle 53,4.645814753619485,-74.07452780718076,15,3,0,0,781.0,0.242,0,0,2,0,metro_agency
Cra 11 con Calle 93,4.675983357980578,-74.05140279748548,12,0,0,0,792.0,0.309,4,0,0,0,bogota
Calle 170 con Cra 7,4.751583286405275,-74.04456998114946,17,3,1,0,1007.7,0.578,3,1,0,1,bogota
Av. 68 con Calle 26,4.607794672765567,-74.1099305942844,7,0,1,0,1222.0,0.815,7,1,0,1,metro_agency
Cra 30 con Calle 45,4.636994004355419,-74.10198209568068,7,2,1,0,1245.0,0.899,1,1,1,1,bogota
Calle 13 con Cra 50,4.6009245738593645,-74.1101403877087,21,0,0,0,248.1,0.0,0,0,1,0,bogota
Av. Suba con Cra 91,4.723950500271428,-74.08905252851648,9,6,1,1,1077.7,0.516,3,1,0,1,metro_agency
Cra 7 con Calle 116,4.698015056070026,-74.0446978859081,7,6,1,1,1346.0,0.249,0,0,0,0,bogota
Calle 63 con Av. Caracas,4.653032479651797,-74.07632790077551,1,4,0,0,900.7,0.054,5,1,2,0,bogota
Av. Boyaca con Calle 80,4.698818664423558,-74.10995499925973,11,5,0,1,858.9,0.146,1,0,1,0,metro_agency
Cra 19 con Calle 100,4.684990375705574,-74.06613609914477,10,0,0,0,353.8,0.0,0,1,0,0,bogota
Calle 26 con Cra 50,4.608247202545977,-74.11107224397067,6,1,0,0,336.0,0.068,2,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.697904051874969,-74.12748823553085,0,1,0,0,775.7,0.0,1,1,0,0,metro_agency
Cra 7 con Calle 32,4.619990648043741,-74.07574830331437,23,3,0,0,686.8,0.149,1,1,2,0,bogota
Cra 7 con Calle 26,4.610132778744069,-74.08172146061925,11,2,0,0,509.5,0.029,0,2,1,0,bogota
Calle 100 con Autopista Norte,4.68663282430643,-74.0438972781394,7,0,1,0,1162.6,0.407,4,1,0,1,metro_agency
Av. Eldorado con Cra 30,4.648293651410214,-74.10108446981148,10,0,0,0,291.1,0.201,1,0,1,0,bogota
Cra 15 con Calle 72,4.660499116790704,-74.05760995364426,21,0,0,0,638.4,0.106,2,1,1,0,bogota
Calle 80 con Av. Boyaca,4.697537527097565,-74.1093972512358,20,3,0,0,289.3,0.216,1,1,0,0,metro_agency
Cra 7 con Calle 45,4.634179340012341,-74.06475449507097,16,3,0,0,400.9,0.007,0,0,0,0,bogota
Av. Caracas con Calle 53,4.642104322249943,-74.074098096584,16,2,0,0,427.0,0.294,0,2,0,0,bogota
Cra 11 con Calle 93,4.676793892051898,-74.05002049441079,6,4,0,0,403.3,0.177,1,0,1,0,metro_agency
Calle 170 con Cra 7,4.753325726959655,-74.04492011205362,17,3,1,0,762.2,0.547,1,0,1,1,bogota
Av. 68 con Calle 26,4.607742216426937,-74.11046297642093,4,1,0,0,538.1,0.094,0,0,1,0,bogota
Cra 30 con Calle 45,4.63411465607848,-74.10196460307748,15,1,0,0,773.0,0.0,2,1,0,0,metro_agency
Calle 13 con Cra 50,4.602562476286124,-74.11144677456389,19,1,1,0,1694.1,0.607,11,1,2,2,bogota
Av. Suba con Cra 91,4.723409525857809,-74.09131933179076,18,1,1,0,1458.6,0.8,13,1,0,2,bogota
Cra 7 con Calle 116,4.700009737694568,-74.04390308192802,12,5,0,1,1079.7,0.226,0,1,1,0,metro_agency
Calle 63 con Av. Caracas,4.651478287020985,-74.07262370871469,11,5,0,1,203.1,0.23,2,0,0,0,bogota
Av. Boyaca con Calle 80,4.699189257207019,-74.11144140298242,6,0,0,0,762.8,0.409,1,2,2,1,bogota
Cra 19 con Calle 100,4.688085619316339,-74.06580185852118,19,3,1,0,986.3,0.665,14,0,1,1,metro_agency
Calle 26 con Cra 50,4.608963597618315,-74.10930995986492,18,2,1,0,894.4,0.477,0,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.6973733275135485,-74.1280951642507,1,4,0,0,708.2,0.388,0,1,2,0,bogota
Cra 7 con Calle 32,4.619996180513662,-74.07487076780328,21,4,0,0,601.2,0.013,1,0,1,0,metro_agency
Cra 7 con Calle 26,4.609058368858497,-74.08150715917776,10,2,0,0,510.3,0.294,0,0,2,0,bogota
Calle 100 con Autopista Norte,4.687351170076576,-74.0449809441977,19,4,1,0,1316.9,0.683,0,1,2,1,bogota
Av. Eldorado con Cra 30,4.647651308619657,-74.10114293741417,6,1,0,0,784.4,0.122,1,1,0,0,metro_agency
Cra 15 con Calle 72,4.6600317355467515,-74.05761593449657,14,6,0,1,692.8,0.082,6,1,0,0,bogota
Calle 80 con Av. Boyaca,4.698522410522038,-74.11154958389052,17,2,1,0,1283.2,0.689,2,0,1,1,bogota
Cra 7 con Calle 45,4.636155753579498,-74.06612803798131,7,6,1,1,1041.2,0.284,0,1,1,0,metro_agency
Av. Caracas con Calle 53,4.642884046578718,-74.07366457265742,16,5,0,1,846.0,0.161,1,0,0,0,bogota
Cra 11 con Calle 93,4.676148248689769,-74.05186655773868,15,2,0,0,821.6,0.122,4,0,1,0,bogota
Calle 170 con Cra 7,4.753929375022044,-74.04437071836014,20,0,0,0,511.5,0.328,1,0,1,0,metro_agency
Av. 68 con Calle 26,4.608942314799456,-74.10923807551127,8,2,1,0,1265.2,0.463,2,1,0,1,bogota
Cra 30 con Calle 45,4.635292268721532,-74.1022050492603,17,6,1,1,1188.5,0.2,1,0,2,0,bogota
Calle 13 con Cra 50,4.602885144720129,-74.11150516366982,9,4,1,0,1251.6,0.799,4,2,0,1,metro_agency
Av. Suba con Cra 91,4.724603081731817,-74.08927695418218,4,0,0,0,995.3,0.038,0,1,1,0,bogota
Cra 7 con Calle 116,4.69879040923626,-74.04340929853784,14,1,0,0,660.7,0.346,2,2,1,1,bogota
Calle 63 con Av. Caracas,4.651906765834663,-74.07298400710242,9,3,1,0,1090.1,0.478,0,0,1,0,metro_agency
Av. Boyaca con Calle 80,4.700277117433508,-74.11074464554133,21,6,0,1,681.7,0.248,0,0,0,0,bogota
Cra 19 con Calle 100,4.685793563728997,-74.06583745200157,20,6,0,1,425.0,0.0,4,1,0,0,bogota
Calle 26 con Cra 50,4.609006662723626,-74.10984449773316,20,4,0,0,815.0,0.0,1,1,0,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.698146890522514,-74.12978229563153,20,4,0,0,920.2,0.242,1,0,0,0,bogota
Cra 7 con Calle 32,4.619182815304683,-74.07639004899264,22,3,0,0,592.3,0.07,3,0,1,0,bogota
Cra 7 con Calle 26,4.611135915350705,-74.08118219195816,20,4,0,0,579.0,0.129,0,0,2,0,metro_agency
Calle 100 con Autopista Norte,4.6871051444407135,-74.04508623871732,17,3,1,0,1477.1,0.814,6,0,1,1,bogota
Av. Eldorado con Cra 30,4.645790888067619,-74.10125610493553,15,0,0,0,845.6,0.215,2,0,0,0,bogota
Cra 15 con Calle 72,4.660519774246736,-74.05937248930972,23,6,0,1,328.7,0.216,1,1,1,0,metro_agency
Calle 80 con Av. Boyaca,4.700059135811602,-74.1124544264283,13,0,0,0,777.9,0.099,9,0,2,0,bogota
Cra 7 con Calle 45,4.635900895667082,-74.06356185267806,20,0,0,0,483.6,0.151,0,0,2,0,bogota
Av. Caracas con Calle 53,4.6431017100599945,-74.072710493238,18,0,1,0,1234.9,0.816,12,0,0,1,metro_agency
Cra 11 con Calle 93,4.676990569264717,-74.05156245465786,20,4,0,0,505.6,0.352,1,0,1,0,bogota
Calle 170 con Cra 7,4.752867993014837,-74.04422630507777,14,0,0,0,295.9,0.334,1,0,0,0,bogota
Av. 68 con Calle 26,4.606801212677325,-74.10998982836261,20,5,0,1,827.2,0.0,2,1,1,0,metro_agency
Cra 30 con Calle 45,4.634874161392136,-74.10253079850403,16,1,0,0,405.2,0.316,1,0,2,0,bogota
Calle 13 con Cra 50,4.601260760851523,-74.10872876711164,8,3,1,0,887.1,0.568,0,0,0,0,bogota
Av. Suba con Cra 91,4.724322393431276,-74.09338504884951,20,1,0,0,433.5,0.256,3,0,1,0,metro_agency
Cra 7 con Calle 116,4.697141936488217,-74.04308696120434,11,6,0,1,182.4,0.0,1,0,1,0,bogota
Calle 63 con Av. Caracas,4.652293047107792,-74.07397074240579,12,0,0,0,658.9,0.5,0,0,1,0,bogota
Av. Boyaca con Calle 80,4.698554895649838,-74.10932627903772,9,5,1,1,1112.9,0.243,1,1,2,1,metro_agency
Cra 19 con Calle 100,4.687134642856411,-74.06770396844807,23,2,0,0,755.1,0.265,0,0,0,0,bogota
Calle 26 con Cra 50,4.60687982989744,-74.10913333744242,16,2,0,0,900.7,0.049,2,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.696688451442585,-74.12881976064884,16,2,0,0,362.2,0.196,3,1,2,0,metro_agency
Cra 7 con Calle 32,4.61947996021728,-74.07649917320752,21,6,0,1,834.4,0.149,0,1,1,0,bogota
Cra 7 con Calle 26,4.609549971110437,-74.08204610140578,12,0,0,0,598.4,0.122,0,0,0,0,bogota
Calle 100 con Autopista Norte,4.688756323257269,-74.0447609170793,18,3,1,0,900.9,0.492,0,0,0,0,metro_agency
Av. Eldorado con Cra 30,4.648109073910685,-74.1036343048343,7,2,1,0,1147.2,0.521,1,1,1,1,bogota
Cra 15 con Calle 72,4.6601979112774785,-74.05757138764636,17,3,1,0,1371.7,0.351,0,0,2,0,bogota
Calle 80 con Av. Boyaca,4.697755237451667,-74.1094552609761,17,3,1,0,1149.7,0.254,1,0,1,0,metro_agency
Cra 7 con Calle 45,4.636024224428464,-74.0620751298632,19,4,1,0,1297.0,0.465,2,0,1,1,bogota
Av. Caracas con Calle 53,4.643062428940554,-74.07473670417949,15,2,0,0,623.5,0.343,0,0,0,0,bogota
Cra 11 con Calle 93,4.676556300240344,-74.0492974426941,18,2,1,0,1443.8,0.601,9,0,1,1,metro_agency
Calle 170 con Cra 7,4.7539536249966705,-74.0417817801983,12,2,0,0,507.5,0.203,0,1,1,0,bogota
Av. 68 con Calle 26,4.604237351286316,-74.11061753335599,6,0,0,0,601.4,0.134,0,1,0,0,bogota
Cra 30 con Calle 45,4.6360766177876895,-74.1004224621226,13,6,0,1,411.5,0.051,0,1,1,0,metro_agency
Calle 13 con Cra 50,4.601772099452427,-74.1105823305847,14,1,0,0,837.5,0.0,0,1,2,0,bogota
Av. Suba con Cra 91,4.7218822858193645,-74.09004246955969,1,6,0,1,712.4,0.087,1,1,0,0,bogota
Cra 7 con Calle 116,4.698528776394971,-74.04519079170791,17,6,1,1,1563.4,0.393,0,0,1,0,metro_agency
Calle 63 con Av. Caracas,4.652102490328618,-74.07201756473243,17,4,1,0,988.8,0.476,1,1,1,1,bogota
Av. Boyaca con Calle 80,4.6998870816659615,-74.11023557853306,18,6,1,1,1471.6,0.312,2,0,2,1,bogota
Cra 19 con Calle 100,4.686700074363437,-74.06616894784017,22,6,0,1,986.6,0.105,1,0,1,0,metro_agency
Calle 26 con Cra 50,4.60806074803744,-74.10922847115646,7,0,1,0,898.1,0.596,0,0,0,0,bogota
Av. Ciudad de Cali con Calle 80,4.6994467393061665,-74.12818332302997,13,4,0,0,594.2,0.0,0,0,1,0,bogota
Cra 7 con Calle 32,4.6177714190999675,-74.0770731502271,14,1,0,0,305.9,0.1,1,0,1,0,metro_agency
Cra 7 con Calle 26,4.610698599130113,-74.08167967555582,16,0,0,0,778.4,0.268,0,1,1,0,bogota
Calle 100 con Autopista Norte,4.685064852808203,-74.04341175425671,10,3,0,0,486.1,0.042,0,0,0,0,bogota
Av. Eldorado con Cra 30,4.647094578201209,-74.10256886853814,12,5,0,1,968.2,0.021,0,0,0,0,metro_agency
Cra 15 con Calle 72,4.658866375101037,-74.05725008867348,15,0,0,0,640.8,0.399,3,0,0,0,bogota
Calle 80 con Av. Boyaca,4.697816595994907,-74.10980505909536,18,0,1,0,1431.1,0.475,5,0,2,1,bogota
Cra 7 con Calle 45,4.635622092722211,-74.06611467987517,7,2,1,0,1152.6,0.49,3,0,1,1,metro_agency
Av. Caracas con Calle 53,4.643050721285239,-74.07357148489686,12,6,0,1,713.7,0.0,3,0,1,0,bogota
Cra 11 con Calle 93,4.678983633976322,-74.05204489104356,18,5,1,1,1236.4,0.61,2,1,2,1,bogota
Calle 170 con Cra 7,4.752379657300225,-74.04499737413849,9,3,1,0,1439.4,0.473,0,2,0,1,metro_agency
Av. 68 con Calle 26,4.606861257643272,-74.10918851242779,20,5,0,1,663.3,0.0,2,0,1,0,bogota
Cra 30 con Calle 45,4.6358722512062,-74.10122393723253,6,2,0,0,186.4,0.087,3,0,0,0,bogota
Calle 13 con Cra 50,4.602976660658138,-74.10886715077385,5,4,0,0,731.6,0.25,1,1,1,0,metro_agency
Av. Suba con Cra 91,4.7250401114148834,-74.09092839070037,15,6,0,1,496.9,0.078,2,1,0,0,bogota
Cra 7 con Calle 116,4.6978203551328415,-74.04179567997917,14,3,0,0,356.9,0.46,2,0,1,0,bogota
Calle 63 con Av. Caracas,4.648919599805032,-74.07413566780589,18,4,1,0,1092.7,0.664,3,0,0,1,metro_agency
Av. Boyaca con Calle 80,4.700128003260909,-74.11119738886543,8,3,1,0,1370.9,0.64,2,2,1,1,bogota
Cra 19 con Calle 100,4.686181807463105,-74.06538846722158,9,0,1,0,1164.2,0.592,0,1,1,1,bogota
Calle 26 con Cra 50,4.609021434791321,-74.10960603371213,16,0,0,0,681.1,0.366,2,0,0,0,metro_agency
Av. Ciudad de Cali con Calle 80,4.698735973292571,-74.12775288277845,15,3,0,0,699.7,0.155,1,1,1,0,bogota
Cra 7 con Calle 32,4.618929574187361,-74.0777544225831,18,1,1,0,1221.1,0.708,6,0,0,1,bogota
Cra 7 con Calle 26,4.610002582092783,-74.08154277040589,5,0,0,0,808.2,0.177,0,2,2,0,metro_agency
Calle 100 con Autopista Norte,4.685143156440399,-74.04309188579359,21,5,0,1,665.3,0.228,2,0,0,0,bogota
Av. Eldorado con Cra 30,4.6486570616142195,-74.10107170529255,21,3,0,0,424.6,0.0,0,0,0,0,bogota
